chromosome,read interval,reads,length of read,result,status
chr1,"(4902215, 4902228)",2,13,"[['Lypla1-201', 4, 5.0]]",['U']
chr1,"(4902295, 4902307)",1,12,"[['Lypla1-201', 4, 5.0]]",['U']
chr1,"(4902420, 4902436)",2,16,"[['Lypla1-201', 4, 5.0]]",['U']
chr1,"(4902542, 4902553)",1,11,"[['Lypla1-201', 5, 6.0]]",['A']
chr1,"(4904198, 4904212)",1,14,"[['Lypla1-201', 5, 6.0]]",['U']
chr1,"(4904248, 4904262)",1,14,"[['Lypla1-201', 5, 6.0]]",['U']
chr1,"(4904298, 4904312)",1,14,"[['Lypla1-201', 5, 6.0]]",['U']
chr1,"(4906969, 4906993)",1,24,"[['Lypla1-201', 5, 6.0]]",['U']
chr1,"(4907271, 4907296)",1,25,"[['Lypla1-203', 5, 6.0]]",['U']
chr1,"(4907582, 4907592)",1,10,"[['Lypla1-201', 6, 7.0]]",['U']
chr1,"(4908944, 4908965)",2,21,"[['Lypla1-201', 6, 7.0]]",['U']
chr1,"(4909466, 4909492)",1,26,"[['Lypla1-201', 6, 7.0]]",['U']
chr1,"(4909559, 4909570)",2,11,"[['Lypla1-201', 6, 7.0]]",['U']
chr1,"(4909995, 4910006)",1,11,"[['Lypla1-201', 7, 8.0]]",['U']
chr1,"(4911922, 4911937)",1,15,"[['Lypla1-201', 8, 9.0]]",['U']
chr1,"(4913056, 4913069)",1,13,"[['Lypla1-201', 8, 9.0]]",['U']
chr1,"(4914513, 4914524)",1,11,"[['Lypla1-201', 8, 9.0]]",['U']
chr1,"(4914645, 4914658)",3,13,"[['Lypla1-201', 8, 9.0]]",['U']
chr1,"(4914856, 4914867)",3,11,"[['Lypla1-201', 8, 9.0]]",['U']
chr1,"(4915288, 4915306)",1,18,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4915630, 4915643)",1,13,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4915830, 4915841)",1,11,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4915994, 4916006)",1,12,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4916403, 4916417)",1,14,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4919310, 4919320)",1,10,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4919947, 4919959)",5,12,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4921187, 4921202)",1,15,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4921313, 4921324)",3,11,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4921458, 4921470)",3,12,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4922181, 4922193)",1,12,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4924542, 4924553)",1,11,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4925148, 4925159)",3,11,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4926567, 4926581)",2,14,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4927274, 4927284)",1,10,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4928143, 4928169)",2,26,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4928234, 4928247)",1,13,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4928708, 4928721)",8,13,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4929983, 4929996)",1,13,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4930322, 4930333)",1,11,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4930560, 4930573)",1,13,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4931099, 4931111)",1,12,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4931303, 4931313)",1,10,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4931485, 4931495)",2,10,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4933819, 4933831)",1,12,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4933846, 4933857)",1,11,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4934255, 4934267)",2,12,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4936358, 4936368)",1,10,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4936649, 4936662)",1,13,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4936895, 4936923)",1,28,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4937332, 4937342)",3,10,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4937350, 4937361)",1,11,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4937403, 4937416)",1,13,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4937421, 4937437)",1,16,"[['Gm37988-201', 7, 8.0]]",['U']
chr1,"(4938964, 4938975)",2,11,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4940349, 4940361)",1,12,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4940513, 4940526)",1,13,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4940816, 4940826)",1,10,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4940881, 4940892)",1,11,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4940909, 4940919)",1,10,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4940968, 4940980)",1,12,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4941123, 4941145)",1,22,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4941562, 4941581)",1,19,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4941979, 4941990)",1,11,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4942682, 4942710)",1,28,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4942773, 4942785)",1,12,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4944290, 4944303)",1,13,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4944514, 4944524)",1,10,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4944541, 4944554)",1,13,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4944580, 4944590)",2,10,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4944709, 4944720)",1,11,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4945208, 4945220)",1,12,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4945839, 4945850)",1,11,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4946458, 4946470)",1,12,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4946590, 4946601)",1,11,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4947343, 4947353)",1,10,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4947351, 4947364)",1,13,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4947700, 4947711)",1,11,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4947835, 4947861)",1,26,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4948105, 4948133)",1,28,"[['Gm37988-201', 8, 9.0]]",['U']
chr1,"(4948293, 4948321)",1,28,"[['Gm37988-201', 9, 10.0]]",['A']
chr1,"(4948695, 4948717)",1,22,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4948834, 4948848)",1,14,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4949661, 4949689)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4949670, 4949698)",4,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4949800, 4949818)",1,18,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4949863, 4949891)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4949929, 4949955)",1,26,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4949941, 4949953)",1,12,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950025, 4950041)",1,16,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950113, 4950140)",1,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950119, 4950146)",1,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950240, 4950268)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950242, 4950252)",1,10,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950243, 4950270)",1,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950243, 4950271)",2,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950243, 4950269)",1,26,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950244, 4950271)",1,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950245, 4950272)",1,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950245, 4950270)",1,25,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950246, 4950273)",1,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950247, 4950271)",2,24,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950247, 4950270)",2,23,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950251, 4950274)",1,23,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950252, 4950279)",2,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950252, 4950275)",1,23,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950267, 4950294)",1,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950274, 4950301)",1,27,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950292, 4950320)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950298, 4950326)",2,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950311, 4950337)",1,26,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950318, 4950346)",2,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950320, 4950345)",1,25,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950320, 4950348)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950321, 4950349)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950322, 4950346)",1,24,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950327, 4950355)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950336, 4950356)",1,20,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950360, 4950388)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950363, 4950375)",2,12,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950374, 4950402)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950427, 4950452)",1,25,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950489, 4950517)",2,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950493, 4950516)",1,23,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950493, 4950518)",1,25,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950508, 4950525)",1,17,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950513, 4950525)",1,12,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950534, 4950562)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950551, 4950565)",1,14,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950636, 4950662)",1,26,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950662, 4950678)",1,16,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950726, 4950754)",1,28,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4950883, 4950895)",1,12,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4956186, 4956197)",1,11,"[['Gm37988-201', 9, 10.0]]",['U']
chr1,"(4957705, 4957716)",1,11,"[['Tcea1-201', 4, 5.0]]",['U']
chr1,"(4957750, 4957763)",1,13,"[['Tcea1-201', 4, 5.0]]",['U']
chr1,"(4957992, 4958003)",1,11,"[['Tcea1-201', 4, 5.0]]",['U']
chr1,"(4958026, 4958050)",1,24,"[['Tcea1-201', 4, 5.0]]",['U']
chr1,"(4959673, 4959684)",1,11,"[['Tcea1-201', 5, 6.0]]",['U']
chr1,"(4960418, 4960431)",1,13,"[['Tcea1-201', 5, 6.0]]",['U']
chr1,"(4961639, 4961651)",1,12,"[['Tcea1-201', 6, 7.0]]",['U']
chr1,"(4962350, 4962362)",1,12,"[['Tcea1-201', 7, 8.0]]",['U']
chr1,"(4962474, 4962482)",1,8,"[['Tcea1-201', 7, 8.0]]",['U']
chr1,"(4962642, 4962670)",1,28,"[['Tcea1-201', 7, 8.0]]",['U']
chr1,"(4963565, 4963577)",1,12,"[['Tcea1-201', 7, 8.0]]",['U']
chr1,"(4963644, 4963669)",1,25,"[['Tcea1-201', 8, 9.0]]",['A']
chr1,"(4963733, 4963750)",1,17,"[['Tcea1-201', 8, 9.0]]",['A']
chr1,"(4964120, 4964131)",1,11,"[['Tcea1-201', 8, 9.0]]",['U']
chr1,"(4964254, 4964266)",1,12,"[['Tcea1-201', 8, 9.0]]",['U']
chr1,"(4964262, 4964274)",1,12,"[['Tcea1-201', 8, 9.0]]",['U']
chr1,"(4965072, 4965082)",3,10,"[['Tcea1-201', 8, 9.0]]",['U']
chr1,"(4965959, 4965972)",1,13,"[['Tcea1-201', 9, 10.0]]",['U']
chr1,"(4966009, 4966022)",1,13,"[['Tcea1-201', 9, 10.0]]",['U']
chr1,"(4966015, 4966030)",1,15,"[['Tcea1-201', 9, 10.0]]",['U']
chr1,"(4966194, 4966209)",1,15,"[['Tcea1-201', 9, 10.0]]",['U']
chr1,"(4966910, 4966938)",1,28,['MinDist3:9917'],['F3']
chr1,"(4967112, 4967126)",1,14,['MinDist3:10119'],['F3']
chr1,"(4967663, 4967676)",1,13,['MinDist3:10670'],['F3']
chr1,"(4968048, 4968064)",1,16,['MinDist3:11055'],['F3']
chr1,"(4969410, 4969432)",1,22,['MinDist3:1278'],['F3']
chr1,"(4971118, 4971127)",1,9,['MinDist3:2986'],['F3']
chr1,"(4971379, 4971391)",2,12,['MinDist3:3247'],['F3']
chr1,"(4971560, 4971571)",1,11,['MinDist3:3428'],['F3']
chr1,"(4972704, 4972732)",1,28,['MinDist3:4572'],['F3']
chr1,"(4973219, 4973229)",1,10,['MinDist3:5087'],['F3']
chr1,"(4974598, 4974609)",3,11,['MinDist3:6466'],['F3']
chr1,"(4975009, 4975024)",2,15,['MinDist3:6877'],['F3']
chr1,"(4975993, 4976003)",1,10,['MinDist3:7861'],['F3']
chr1,"(4976381, 4976392)",2,11,['MinDist3:8249'],['F3']
chr1,"(4976436, 4976451)",3,15,['MinDist3:8304'],['F3']
chr1,"(4977764, 4977775)",1,11,['MinDist3:9632'],['F3']
chr1,"(4978160, 4978170)",1,10,['MinDist3:10028'],['F3']
chr1,"(4978972, 4978984)",1,12,['MinDist3:10840'],['F3']
chr1,"(4979333, 4979358)",1,25,['MinDist3:11201'],['F3']
chr1,"(4979334, 4979354)",1,20,['MinDist3:11202'],['F3']
chr1,"(4979360, 4979370)",1,10,['MinDist3:11228'],['F3']
chr1,"(4980568, 4980583)",1,15,['MinDist3:12436'],['F3']
chr1,"(4981548, 4981563)",1,15,['MinDist3:13416'],['F3']
chr1,"(4981769, 4981780)",1,11,['MinDist3:13637'],['F3']
chr1,"(4981933, 4981949)",1,16,['MinDist3:13801'],['F3']
chr1,"(4982571, 4982581)",1,10,['MinDist3:14439'],['F3']
chr1,"(4982689, 4982700)",1,11,['MinDist3:14557'],['F3']
chr1,"(4982848, 4982860)",4,12,['MinDist3:14716'],['F3']
chr1,"(4982860, 4982883)",1,23,['MinDist3:14728'],['F3']
chr1,"(4983022, 4983033)",1,11,['MinDist3:14890'],['F3']
chr1,"(4983254, 4983267)",2,13,['MinDist3:15122'],['F3']
chr1,"(4983750, 4983760)",1,10,['MinDist3:15618'],['F3']
chr1,"(4985047, 4985075)",1,28,['MinDist3:16915'],['F3']
chr1,"(4985388, 4985399)",2,11,['MinDist3:17256'],['F3']
chr1,"(4986182, 4986193)",1,11,['MinDist3:18050'],['F3']
chr1,"(4987435, 4987447)",1,12,['MinDist3:19303'],['F3']
chr1,"(4987852, 4987865)",2,13,['MinDist3:19720'],['F3']
chr1,"(4988440, 4988450)",1,10,['MinDist3:20308'],['F3']
chr1,"(4990386, 4990398)",1,12,['MinDist3:22254'],['F3']
chr1,"(4991141, 4991153)",1,12,['MinDist3:23009'],['F3']
chr1,"(4991743, 4991767)",1,24,['MinDist3:23611'],['F3']
chr1,"(4991830, 4991841)",1,11,['MinDist3:23698'],['F3']
chr1,"(4992162, 4992175)",1,13,['MinDist3:24030'],['F3']
chr1,"(4995366, 4995377)",1,11,['MinDist3:27234'],['F3']
chr1,"(4996280, 4996295)",2,15,['MinDist3:28148'],['F3']
chr1,"(4996364, 4996375)",2,11,['MinDist3:28232'],['F3']
chr1,"(4997273, 4997285)",3,12,['MinDist3:29141'],['F3']
chr1,"(4999190, 4999201)",1,11,['MinDist3:31058'],['F3']
chr1,"(4999371, 4999381)",1,10,['MinDist3:31239'],['F3']
chr1,"(4999597, 4999609)",1,12,['MinDist3:31465'],['F3']
chr1,"(5001272, 5001286)",1,14,['MinDist3:33140'],['F3']
chr1,"(5002182, 5002195)",1,13,['MinDist3:34050'],['F3']
chr1,"(5002206, 5002219)",1,13,['MinDist3:34074'],['F3']
chr1,"(5002230, 5002243)",1,13,['MinDist3:34098'],['F3']
chr1,"(5002254, 5002267)",1,13,['MinDist3:34122'],['F3']
chr1,"(5003477, 5003489)",1,12,['MinDist3:35345'],['F3']
chr1,"(5003640, 5003652)",1,12,['MinDist3:35508'],['F3']
chr1,"(5004591, 5004602)",1,11,['MinDist3:36459'],['F3']
chr1,"(5005424, 5005435)",3,11,['MinDist5:35644'],['F5']
chr1,"(5007123, 5007135)",1,12,['MinDist5:33944'],['F5']
chr1,"(5007303, 5007314)",1,11,['MinDist5:33765'],['F5']
chr1,"(5007785, 5007796)",2,11,['MinDist5:33283'],['F5']
chr1,"(5008286, 5008298)",1,12,['MinDist5:32781'],['F5']
chr1,"(5008969, 5008997)",1,28,['MinDist5:32082'],['F5']
chr1,"(5009047, 5009057)",1,10,['MinDist5:32022'],['F5']
chr1,"(5009267, 5009277)",1,10,['MinDist5:31802'],['F5']
chr1,"(5009875, 5009888)",1,13,['MinDist5:31191'],['F5']
chr1,"(5010089, 5010113)",1,24,['MinDist5:30966'],['F5']
chr1,"(5010310, 5010335)",1,25,['MinDist5:30744'],['F5']
chr1,"(5011346, 5011362)",1,16,['MinDist5:29717'],['F5']
chr1,"(5011488, 5011505)",1,17,['MinDist5:29574'],['F5']
chr1,"(5012641, 5012655)",1,14,['MinDist5:28424'],['F5']
chr1,"(5013281, 5013293)",1,12,['MinDist5:27786'],['F5']
chr1,"(5013950, 5013970)",2,20,['MinDist5:27109'],['F5']
chr1,"(5014760, 5014776)",1,16,['MinDist5:26303'],['F5']
chr1,"(5015147, 5015157)",2,10,['MinDist5:25922'],['F5']
chr1,"(5015226, 5015239)",1,13,['MinDist5:25840'],['F5']
chr1,"(5016695, 5016707)",1,12,['MinDist5:24372'],['F5']
chr1,"(5016702, 5016714)",1,12,['MinDist5:24365'],['F5']
chr1,"(5016778, 5016790)",1,12,['MinDist5:24289'],['F5']
chr1,"(5016995, 5017006)",1,11,['MinDist5:24073'],['F5']
chr1,"(5017144, 5017158)",1,14,['MinDist5:23921'],['F5']
chr1,"(5018929, 5018942)",1,13,['MinDist5:22137'],['F5']
chr1,"(5019459, 5019472)",1,13,['MinDist5:21607'],['F5']
chr1,"(5023729, 5023740)",1,11,['MinDist5:17339'],['F5']
chr1,"(5024780, 5024791)",1,11,['MinDist5:16288'],['F5']
chr1,"(5025358, 5025370)",1,12,['MinDist5:15709'],['F5']
chr1,"(5025646, 5025661)",2,15,['MinDist5:15418'],['F5']
chr1,"(5027687, 5027699)",1,12,['MinDist5:13380'],['F5']
chr1,"(5029580, 5029592)",1,12,['MinDist5:11487'],['F5']
chr1,"(5030444, 5030455)",1,11,['MinDist5:10624'],['F5']
chr1,"(5030522, 5030536)",1,14,['MinDist5:10543'],['F5']
chr1,"(5031184, 5031212)",3,28,['MinDist5:9867'],['F5']
chr1,"(5031444, 5031460)",1,16,['MinDist5:9619'],['F5']
chr1,"(5032190, 5032204)",1,14,['MinDist5:8875'],['F5']
chr1,"(5032839, 5032850)",1,11,['MinDist5:8229'],['F5']
chr1,"(5032885, 5032913)",1,28,['MinDist5:8166'],['F5']
chr1,"(5034159, 5034172)",1,13,['MinDist5:6907'],['F5']
chr1,"(5034453, 5034464)",1,11,['MinDist5:6615'],['F5']
chr1,"(5035771, 5035781)",1,10,['MinDist5:5298'],['F5']
chr1,"(5036416, 5036427)",1,11,['MinDist5:4652'],['F5']
chr1,"(5036559, 5036580)",1,21,['MinDist5:4499'],['F5']
chr1,"(5037144, 5037154)",1,10,['MinDist5:3925'],['F5']
chr1,"(5039032, 5039043)",1,11,['MinDist5:2036'],['F5']
chr1,"(5039205, 5039217)",1,12,['MinDist5:1862'],['F5']
chr1,"(5039753, 5039770)",1,17,['MinDist5:1309'],['F5']
chr1,"(5040259, 5040273)",2,14,['MinDist5:806'],['F5']
chr1,"(5040267, 5040278)",1,11,['MinDist5:801'],['F5']
chr1,"(5041276, 5041286)",1,10,['Gm16041-201'],['A']
chr1,"(5042055, 5042066)",1,11,"[['Gm16041-201', 2, 3.0]]",['U']
chr1,"(5042758, 5042771)",1,13,"[['Gm16041-201', 2, 3.0]]",['U']
chr1,"(5043186, 5043197)",1,11,"[['Gm16041-201', 2, 3.0]]",['U']
chr1,"(5043768, 5043779)",1,11,"[['Gm16041-201', 2, 3.0]]",['U']
chr1,"(5045118, 5045129)",1,11,['MinDist3:76986'],['F3']
chr1,"(5045399, 5045414)",1,15,['MinDist3:77267'],['F3']
chr1,"(5045469, 5045479)",1,10,['MinDist3:77337'],['F3']
chr1,"(5048337, 5048352)",3,15,['MinDist3:1294'],['F3']
chr1,"(5048618, 5048629)",2,11,['MinDist3:1575'],['F3']
chr1,"(5049099, 5049115)",5,16,['MinDist3:2056'],['F3']
chr1,"(5049410, 5049425)",1,15,['MinDist3:2367'],['F3']
chr1,"(5050192, 5050203)",1,11,['MinDist3:3149'],['F3']
chr1,"(5051033, 5051044)",1,11,['MinDist3:3990'],['F3']
chr1,"(5051308, 5051319)",1,11,['MinDist3:4265'],['F3']
chr1,"(5053934, 5053962)",1,28,['MinDist3:6891'],['F3']
chr1,"(5055870, 5055880)",1,10,['MinDist3:8827'],['F3']
chr1,"(5056243, 5056254)",2,11,['MinDist3:9200'],['F3']
chr1,"(5056355, 5056368)",1,13,['MinDist3:9312'],['F3']
chr1,"(5058675, 5058686)",1,11,['MinDist3:11632'],['F3']
chr1,"(5059052, 5059062)",1,10,['MinDist3:12009'],['F3']
chr1,"(5059972, 5059983)",1,11,['MinDist3:12929'],['F3']
chr1,"(5060579, 5060590)",1,11,['MinDist3:13536'],['F3']
chr1,"(5061395, 5061407)",2,12,['MinDist3:14352'],['F3']
chr1,"(5061879, 5061890)",1,11,['MinDist3:14836'],['F3']
chr1,"(5062723, 5062740)",1,17,['MinDist3:15680'],['F3']
chr1,"(5062814, 5062834)",1,20,['MinDist3:15771'],['F3']
chr1,"(5063128, 5063148)",1,20,['MinDist3:16085'],['F3']
chr1,"(5063159, 5063182)",1,23,['MinDist3:16116'],['F3']
chr1,"(5063764, 5063779)",1,15,['MinDist3:16721'],['F3']
chr1,"(5064584, 5064595)",2,11,['MinDist3:17541'],['F3']
chr1,"(5064997, 5065010)",1,13,['MinDist3:17954'],['F3']
chr1,"(5065155, 5065166)",1,11,['MinDist3:18112'],['F3']
chr1,"(5065432, 5065448)",1,16,['MinDist3:18389'],['F3']
chr1,"(5065491, 5065504)",1,13,['MinDist3:18448'],['F3']
chr1,"(5065583, 5065593)",1,10,['MinDist3:18540'],['F3']
chr1,"(5066825, 5066836)",1,11,['MinDist3:19782'],['F3']
chr1,"(5067539, 5067554)",1,15,['MinDist3:20496'],['F3']
chr1,"(5068479, 5068506)",3,27,['MinDist3:21436'],['F3']
chr1,"(5069392, 5069403)",2,11,['MinDist3:22349'],['F3']
chr1,"(5069413, 5069441)",3,28,['MinDist3:22370'],['F3']
chr1,"(5069686, 5069697)",1,11,['MinDist3:22643'],['F3']
chr1,"(5071337, 5071350)",1,13,['MinDist3:24294'],['F3']
chr1,"(5072202, 5072214)",1,12,['MinDist3:25159'],['F3']
chr1,"(5072568, 5072581)",1,13,['MinDist3:25525'],['F3']
chr1,"(5073582, 5073593)",1,11,['MinDist3:26539'],['F3']
chr1,"(5073791, 5073801)",1,10,['MinDist3:26748'],['F3']
chr1,"(5073844, 5073855)",1,11,['MinDist3:26801'],['F3']
chr1,"(5074038, 5074053)",1,15,['MinDist3:26995'],['F3']
chr1,"(5074210, 5074230)",2,20,['MinDist3:27167'],['F3']
chr1,"(5074493, 5074512)",1,19,['MinDist3:27450'],['F3']
chr1,"(5074571, 5074599)",1,28,['MinDist3:27528'],['F3']
chr1,"(5074846, 5074861)",1,15,['MinDist3:27803'],['F3']
chr1,"(5075001, 5075019)",1,18,['MinDist3:27958'],['F3']
chr1,"(5075004, 5075025)",1,21,['MinDist3:27961'],['F3']
chr1,"(5075032, 5075060)",1,28,['MinDist3:27989'],['F3']
chr1,"(5075369, 5075387)",2,18,['MinDist3:28326'],['F3']
chr1,"(5076143, 5076155)",1,12,['MinDist3:29100'],['F3']
chr1,"(5076934, 5076944)",1,10,['MinDist3:29891'],['F3']
chr1,"(5076990, 5077000)",1,10,['MinDist3:29947'],['F3']
chr1,"(5077471, 5077499)",1,28,['MinDist3:30428'],['F3']
chr1,"(5077615, 5077633)",1,18,['MinDist3:30572'],['F3']
chr1,"(5078103, 5078125)",1,22,['MinDist3:31060'],['F3']
chr1,"(5078103, 5078129)",1,26,['MinDist3:31060'],['F3']
chr1,"(5078160, 5078174)",1,14,['MinDist3:31117'],['F3']
chr1,"(5078912, 5078926)",1,14,['MinDist3:31869'],['F3']
chr1,"(5079027, 5079038)",1,11,['MinDist3:31984'],['F3']
chr1,"(5079048, 5079061)",1,13,['MinDist3:32005'],['F3']
chr1,"(5079144, 5079157)",1,13,['MinDist3:32101'],['F3']
chr1,"(5079766, 5079794)",1,28,['MinDist3:32723'],['F3']
chr1,"(5079975, 5079996)",1,21,['MinDist3:32932'],['F3']
chr1,"(5080250, 5080260)",1,10,['MinDist3:33207'],['F3']
chr1,"(5080284, 5080295)",1,11,['MinDist3:33241'],['F3']
chr1,"(5080684, 5080694)",1,10,['MinDist3:33641'],['F3']
chr1,"(5081008, 5081018)",1,10,['MinDist3:33965'],['F3']
chr1,"(5081578, 5081588)",1,10,['MinDist3:34535'],['F3']
chr1,"(5081674, 5081689)",2,15,['MinDist3:34631'],['F3']
chr1,"(5082594, 5082604)",1,10,['MinDist3:35551'],['F3']
chr1,"(5083162, 5083190)",1,28,['MinDist3:36119'],['F3']
chr1,"(5083909, 5083926)",1,17,['MinDist3:36866'],['F3']
chr1,"(5084827, 5084838)",1,11,['MinDist3:37784'],['F3']
chr1,"(5085147, 5085159)",1,12,['MinDist3:38104'],['F3']
chr1,"(5086992, 5087003)",1,11,['MinDist3:39949'],['F3']
chr1,"(5087231, 5087255)",1,24,['MinDist3:40188'],['F3']
chr1,"(5088177, 5088189)",1,12,['MinDist3:41134'],['F3']
chr1,"(5089533, 5089542)",2,9,['MinDist3:42490'],['F3']
