chromosome,read interval,reads,length of read,result,status
chr1,"(7000547, 7000567)",2,20,['MinDist3:535'],['F3']
chr1,"(7000556, 7000567)",3,11,['MinDist3:544'],['F3']
chr1,"(7000912, 7000924)",1,12,['MinDist3:900'],['F3']
chr1,"(7000962, 7000975)",1,13,['MinDist3:950'],['F3']
chr1,"(7001031, 7001052)",1,21,['MinDist3:1019'],['F3']
chr1,"(7001031, 7001046)",1,15,['MinDist3:1019'],['F3']
chr1,"(7001058, 7001069)",1,11,['MinDist3:1046'],['F3']
chr1,"(7001100, 7001112)",1,12,['MinDist3:1088'],['F3']
chr1,"(7001412, 7001434)",1,22,['MinDist3:1400'],['F3']
chr1,"(7001413, 7001426)",1,13,['MinDist3:1401'],['F3']
chr1,"(7001646, 7001660)",1,14,['MinDist3:1634'],['F3']
chr1,"(7001654, 7001667)",1,13,['MinDist3:1642'],['F3']
chr1,"(7002128, 7002139)",1,11,['MinDist3:2116'],['F3']
chr1,"(7002510, 7002520)",1,10,['MinDist3:2498'],['F3']
chr1,"(7002594, 7002606)",1,12,['MinDist3:2582'],['F3']
chr1,"(7002762, 7002774)",1,12,['MinDist3:2750'],['F3']
chr1,"(7002958, 7002968)",6,10,['MinDist3:2946'],['F3']
chr1,"(7003206, 7003218)",1,12,['MinDist3:3194'],['F3']
chr1,"(7003666, 7003677)",1,11,['MinDist3:3654'],['F3']
chr1,"(7003761, 7003773)",1,12,['MinDist3:3749'],['F3']
chr1,"(7004112, 7004132)",1,20,['MinDist3:4100'],['F3']
chr1,"(7004932, 7004944)",1,12,['MinDist3:4920'],['F3']
chr1,"(7005469, 7005482)",1,13,['MinDist3:5457'],['F3']
chr1,"(7005616, 7005627)",1,11,['MinDist3:5604'],['F3']
chr1,"(7005920, 7005932)",1,12,['MinDist3:5908'],['F3']
chr1,"(7006143, 7006157)",1,14,['MinDist3:6131'],['F3']
chr1,"(7006673, 7006684)",1,11,['MinDist3:6661'],['F3']
chr1,"(7006806, 7006817)",1,11,['MinDist3:6794'],['F3']
chr1,"(7006901, 7006911)",1,10,['MinDist3:6889'],['F3']
chr1,"(7007077, 7007089)",2,12,['MinDist3:7065'],['F3']
chr1,"(7007253, 7007263)",1,10,['MinDist3:7241'],['F3']
chr1,"(7007285, 7007296)",2,11,['MinDist3:7273'],['F3']
chr1,"(7007286, 7007296)",2,10,['MinDist3:7274'],['F3']
chr1,"(7007743, 7007758)",3,15,['MinDist3:7731'],['F3']
chr1,"(7007822, 7040222)",1,32400,[],['S']
chr1,"(7008213, 7008224)",1,11,['MinDist3:8201'],['F3']
chr1,"(7008356, 7008370)",2,14,['MinDist3:8344'],['F3']
chr1,"(7008396, 7008407)",1,11,['MinDist3:8384'],['F3']
chr1,"(7008494, 7008508)",1,14,['MinDist3:8482'],['F3']
chr1,"(7008655, 7008666)",1,11,['MinDist3:8643'],['F3']
chr1,"(7008692, 7008705)",4,13,['MinDist3:8680'],['F3']
chr1,"(7009792, 7009804)",1,12,['MinDist3:9780'],['F3']
chr1,"(7009835, 7009850)",1,15,['MinDist3:9823'],['F3']
chr1,"(7010510, 7010522)",1,12,['MinDist3:10498'],['F3']
chr1,"(7011584, 7011598)",2,14,['MinDist3:11572'],['F3']
chr1,"(7012140, 7012151)",1,11,['MinDist3:12128'],['F3']
chr1,"(7012174, 7012191)",1,17,['MinDist3:12162'],['F3']
chr1,"(7012179, 7012191)",5,12,['MinDist3:12167'],['F3']
chr1,"(7012181, 7012191)",1,10,['MinDist3:12169'],['F3']
chr1,"(7013473, 7013484)",1,11,['MinDist3:13461'],['F3']
chr1,"(7014688, 7014701)",1,13,['MinDist3:14676'],['F3']
chr1,"(7015227, 7015241)",1,14,['MinDist3:15215'],['F3']
chr1,"(7015536, 7015550)",1,14,['MinDist3:15524'],['F3']
chr1,"(7015612, 7015622)",1,10,['MinDist3:15600'],['F3']
chr1,"(7016033, 7016045)",1,12,['MinDist3:16021'],['F3']
chr1,"(7017505, 7017517)",1,12,['MinDist3:17493'],['F3']
chr1,"(7019547, 7019563)",1,16,['MinDist3:19535'],['F3']
chr1,"(7021656, 7021668)",1,12,['MinDist3:21644'],['F3']
chr1,"(7021814, 7021827)",1,13,['MinDist3:21802'],['F3']
chr1,"(7022098, 7022124)",1,26,['MinDist3:22086'],['F3']
chr1,"(7022113, 7022124)",4,11,['MinDist3:22101'],['F3']
chr1,"(7022617, 7022636)",1,19,['MinDist3:22605'],['F3']
chr1,"(7022633, 7022644)",1,11,['MinDist3:22621'],['F3']
chr1,"(7022891, 7022903)",1,12,['MinDist3:22879'],['F3']
chr1,"(7024265, 7024280)",1,15,['MinDist3:24253'],['F3']
chr1,"(7024983, 7024996)",1,13,['MinDist3:24971'],['F3']
chr1,"(7025013, 7025023)",2,10,['MinDist3:25001'],['F3']
chr1,"(7025169, 7025188)",1,19,['MinDist3:25157'],['F3']
chr1,"(7025214, 7025224)",1,10,['MinDist3:25202'],['F3']
chr1,"(7025280, 7025293)",3,13,['MinDist3:25268'],['F3']
chr1,"(7025422, 7025433)",4,11,['MinDist3:25410'],['F3']
chr1,"(7025543, 7025556)",1,13,['MinDist3:25531'],['F3']
chr1,"(7025553, 7025567)",1,14,['MinDist3:25541'],['F3']
chr1,"(7025696, 7025707)",1,11,['MinDist3:25684'],['F3']
chr1,"(7025819, 7025831)",1,12,['MinDist3:25807'],['F3']
chr1,"(7026121, 7026132)",1,11,['MinDist3:26109'],['F3']
chr1,"(7026282, 7026292)",3,10,['MinDist3:26270'],['F3']
chr1,"(7026495, 7026507)",1,12,['MinDist3:26483'],['F3']
chr1,"(7026727, 7026739)",1,12,['MinDist3:26715'],['F3']
chr1,"(7027527, 7027544)",1,17,['MinDist3:27515'],['F3']
chr1,"(7027756, 7027767)",1,11,['MinDist3:27744'],['F3']
chr1,"(7028299, 7028310)",1,11,['MinDist3:28287'],['F3']
chr1,"(7028715, 7028726)",1,11,['MinDist3:28703'],['F3']
chr1,"(7029199, 7029211)",1,12,['MinDist3:29187'],['F3']
chr1,"(7029649, 7029660)",2,11,['MinDist3:29637'],['F3']
chr1,"(7029844, 7029856)",1,12,['MinDist3:29832'],['F3']
chr1,"(7029987, 7029999)",2,12,['MinDist3:29975'],['F3']
chr1,"(7030108, 7030127)",1,19,['MinDist3:30096'],['F3']
chr1,"(7030115, 7030127)",4,12,['MinDist3:30103'],['F3']
chr1,"(7030132, 7030151)",1,19,['MinDist3:30120'],['F3']
chr1,"(7030139, 7030151)",4,12,['MinDist3:30127'],['F3']
chr1,"(7030437, 7030447)",1,10,['MinDist3:30425'],['F3']
chr1,"(7031236, 7031246)",2,10,['MinDist3:31224'],['F3']
chr1,"(7031239, 7031250)",1,11,['MinDist3:31227'],['F3']
chr1,"(7032302, 7032312)",1,10,['MinDist3:32290'],['F3']
chr1,"(7032654, 7032667)",1,13,['MinDist3:32642'],['F3']
chr1,"(7032906, 7032921)",1,15,['MinDist3:32894'],['F3']
chr1,"(7032965, 7032977)",1,12,['MinDist3:32953'],['F3']
chr1,"(7033703, 7033713)",1,10,['MinDist3:33691'],['F3']
chr1,"(7033939, 7033951)",1,12,['MinDist3:33927'],['F3']
chr1,"(7033951, 7033966)",1,15,['MinDist3:33939'],['F3']
chr1,"(7034062, 7034074)",1,12,['MinDist3:34050'],['F3']
chr1,"(7034119, 7034132)",1,13,['MinDist3:34107'],['F3']
chr1,"(7034252, 7034265)",1,13,['MinDist5:34175'],['F5']
chr1,"(7034450, 7034463)",1,13,['MinDist5:33977'],['F5']
chr1,"(7034953, 7034969)",1,16,['MinDist5:33471'],['F5']
chr1,"(7035044, 7035061)",1,17,['MinDist5:33379'],['F5']
chr1,"(7035370, 7035383)",1,13,['MinDist5:33057'],['F5']
chr1,"(7035831, 7035848)",2,17,['MinDist5:32592'],['F5']
chr1,"(7035951, 7035964)",1,13,['MinDist5:32476'],['F5']
chr1,"(7036411, 7036422)",1,11,['MinDist5:32018'],['F5']
chr1,"(7036421, 7036431)",1,10,['MinDist5:32009'],['F5']
chr1,"(7036677, 7036690)",4,13,['MinDist5:31750'],['F5']
chr1,"(7037549, 7037559)",2,10,['MinDist5:30881'],['F5']
chr1,"(7037717, 7037729)",3,12,['MinDist5:30711'],['F5']
chr1,"(7037985, 7037998)",1,13,['MinDist5:30442'],['F5']
chr1,"(7038249, 7038261)",4,12,['MinDist5:30179'],['F5']
chr1,"(7038829, 7038841)",1,12,['MinDist5:29599'],['F5']
chr1,"(7038871, 7038882)",3,11,['MinDist5:29558'],['F5']
chr1,"(7039289, 7039303)",1,14,['MinDist5:29137'],['F5']
chr1,"(7039576, 7039589)",3,13,['MinDist5:28851'],['F5']
chr1,"(7039987, 7040006)",1,19,['MinDist5:28434'],['F5']
chr1,"(7040858, 7040868)",3,10,['MinDist5:27572'],['F5']
chr1,"(7040867, 7040878)",1,11,['MinDist5:27562'],['F5']
chr1,"(7040969, 7040981)",2,12,['MinDist5:27459'],['F5']
chr1,"(7041392, 7041405)",1,13,['MinDist5:27035'],['F5']
chr1,"(7041557, 7041567)",1,10,['MinDist5:26873'],['F5']
chr1,"(7042037, 7042048)",1,11,['MinDist5:26392'],['F5']
chr1,"(7042267, 7042277)",1,10,['MinDist5:26163'],['F5']
chr1,"(7042771, 7042782)",1,11,['MinDist5:25658'],['F5']
chr1,"(7043170, 7043181)",1,11,['MinDist5:25259'],['F5']
chr1,"(7043175, 7043186)",2,11,['MinDist5:25254'],['F5']
chr1,"(7043281, 7043293)",1,12,['MinDist5:25147'],['F5']
chr1,"(7043385, 7043397)",1,12,['MinDist5:25043'],['F5']
chr1,"(7043705, 7043718)",2,13,['MinDist5:24722'],['F5']
chr1,"(7043782, 7043795)",1,13,['MinDist5:24645'],['F5']
chr1,"(7043826, 7043839)",1,13,['MinDist5:24601'],['F5']
chr1,"(7043994, 7044013)",1,19,['MinDist5:24427'],['F5']
chr1,"(7044039, 7044049)",1,10,['MinDist5:24391'],['F5']
chr1,"(7044457, 7044468)",3,11,['MinDist5:23972'],['F5']
chr1,"(7044510, 7044525)",1,15,['MinDist5:23915'],['F5']
chr1,"(7044662, 7044681)",1,19,['MinDist5:23759'],['F5']
chr1,"(7045129, 7045141)",1,12,['MinDist5:23299'],['F5']
chr1,"(7046257, 7046271)",2,14,['MinDist5:22169'],['F5']
chr1,"(7046257, 7046274)",1,17,['MinDist5:22166'],['F5']
chr1,"(7046306, 7046318)",1,12,['MinDist5:22122'],['F5']
chr1,"(7046487, 7046498)",2,11,['MinDist5:21942'],['F5']
chr1,"(7046881, 7046894)",1,13,['MinDist5:21546'],['F5']
chr1,"(7047413, 7047424)",1,11,['MinDist5:21016'],['F5']
chr1,"(7047574, 7047587)",1,13,['MinDist5:20853'],['F5']
chr1,"(7047615, 7047627)",1,12,['MinDist5:20813'],['F5']
chr1,"(7047860, 7047870)",1,10,['MinDist5:20570'],['F5']
chr1,"(7048070, 7048085)",1,15,['MinDist5:20355'],['F5']
chr1,"(7048920, 7048932)",1,12,['MinDist5:19508'],['F5']
chr1,"(7049540, 7049550)",1,10,['MinDist5:18890'],['F5']
chr1,"(7049880, 7049892)",3,12,['MinDist5:18548'],['F5']
chr1,"(7050121, 7050134)",1,13,['MinDist5:18306'],['F5']
chr1,"(7050744, 7050759)",2,15,['MinDist5:17681'],['F5']
chr1,"(7050749, 7050759)",2,10,['MinDist5:17681'],['F5']
chr1,"(7051994, 7052007)",3,13,['MinDist5:16433'],['F5']
chr1,"(7052529, 7052548)",1,19,['MinDist5:15892'],['F5']
chr1,"(7053119, 7053130)",1,11,['MinDist5:15310'],['F5']
chr1,"(7053186, 7053198)",1,12,['MinDist5:15242'],['F5']
chr1,"(7053227, 7053236)",1,9,['MinDist5:15204'],['F5']
chr1,"(7053390, 7053404)",2,14,['MinDist5:15036'],['F5']
chr1,"(7053808, 7053818)",2,10,['MinDist5:14622'],['F5']
chr1,"(7054254, 7054266)",1,12,['MinDist5:14174'],['F5']
chr1,"(7054277, 7054289)",3,12,['MinDist5:14151'],['F5']
chr1,"(7054591, 7054602)",2,11,['MinDist5:13838'],['F5']
chr1,"(7054679, 7054694)",1,15,['MinDist5:13746'],['F5']
chr1,"(7054784, 7054795)",3,11,['MinDist5:13645'],['F5']
chr1,"(7055612, 7055625)",1,13,['MinDist5:12815'],['F5']
chr1,"(7056492, 7056506)",1,14,['MinDist5:11934'],['F5']
chr1,"(7056544, 7056554)",1,10,['MinDist5:11886'],['F5']
chr1,"(7056830, 7056843)",1,13,['MinDist5:11597'],['F5']
chr1,"(7058289, 7058301)",1,12,['MinDist5:10139'],['F5']
chr1,"(7058642, 7058656)",1,14,['MinDist5:9784'],['F5']
chr1,"(7060073, 7060083)",1,10,['MinDist5:8357'],['F5']
chr1,"(7061563, 7061574)",1,11,['MinDist5:6866'],['F5']
chr1,"(7062191, 7062203)",1,12,['MinDist5:6237'],['F5']
chr1,"(7062619, 7062631)",1,12,['MinDist5:5809'],['F5']
chr1,"(7062622, 7062633)",1,11,['MinDist5:5807'],['F5']
chr1,"(7063209, 7063221)",1,12,['MinDist5:5219'],['F5']
chr1,"(7063313, 7063332)",1,19,['MinDist5:5108'],['F5']
chr1,"(7063728, 7063741)",1,13,['MinDist5:4699'],['F5']
chr1,"(7064377, 7064388)",1,11,['MinDist5:4052'],['F5']
chr1,"(7064391, 7064412)",1,21,['MinDist5:4028'],['F5']
chr1,"(7065077, 7065089)",1,12,['MinDist5:3351'],['F5']
chr1,"(7065346, 7065363)",3,17,['MinDist5:3077'],['F5']
chr1,"(7065351, 7065363)",2,12,['MinDist5:3077'],['F5']
chr1,"(7065600, 7065611)",1,11,['MinDist5:2829'],['F5']
chr1,"(7067968, 7067980)",1,12,['MinDist5:460'],['F5']
chr1,"(7068495, 7068506)",1,11,['Gm37225-201'],['A']
chr1,"(7068605, 7068617)",1,12,['Gm37225-201'],['A']
chr1,"(7068738, 7068751)",1,13,['Gm37225-201'],['A']
chr1,"(7068866, 7068877)",1,11,['MinDist3:101'],['3T']
chr1,"(7069000, 7069010)",1,10,['MinDist3:235'],['3T']
chr1,"(7069032, 7069043)",1,11,['MinDist3:267'],['3T']
chr1,"(7069274, 7069287)",1,13,['MinDist3:509'],['F3']
chr1,"(7069757, 7069767)",1,10,['MinDist3:992'],['F3']
chr1,"(7070416, 7070428)",1,12,['MinDist3:1651'],['F3']
chr1,"(7070774, 7070785)",1,11,['MinDist3:2009'],['F3']
chr1,"(7070890, 7070902)",2,12,['MinDist3:2125'],['F3']
chr1,"(7071186, 7071199)",1,13,['MinDist3:2421'],['F3']
chr1,"(7071514, 7071526)",1,12,['MinDist3:2749'],['F3']
chr1,"(7071700, 7071719)",1,19,['MinDist3:2935'],['F3']
chr1,"(7071922, 7071933)",1,11,['MinDist3:3157'],['F3']
chr1,"(7071923, 7071934)",1,11,['MinDist3:3158'],['F3']
chr1,"(7072881, 7072894)",2,13,['MinDist3:4116'],['F3']
chr1,"(7073250, 7073262)",1,12,['MinDist3:4485'],['F3']
chr1,"(7073493, 7073505)",1,12,['MinDist3:4728'],['F3']
chr1,"(7074074, 7074085)",1,11,['MinDist3:5309'],['F3']
chr1,"(7074930, 7074942)",1,12,['MinDist3:6165'],['F3']
chr1,"(7075353, 7075364)",1,11,['MinDist3:6588'],['F3']
chr1,"(7075712, 7075724)",1,12,['MinDist3:6947'],['F3']
chr1,"(7075859, 7075872)",1,13,['MinDist3:7094'],['F3']
chr1,"(7076520, 7076531)",2,11,['MinDist5:7454'],['F5']
chr1,"(7077369, 7077385)",1,16,['MinDist5:6600'],['F5']
chr1,"(7077512, 7077523)",1,11,['MinDist5:6462'],['F5']
chr1,"(7078481, 7078493)",1,12,['MinDist5:5492'],['F5']
chr1,"(7078686, 7078698)",1,12,['MinDist5:5287'],['F5']
chr1,"(7078884, 7078895)",2,11,['MinDist5:5090'],['F5']
chr1,"(7079146, 7079156)",1,10,['MinDist5:4829'],['F5']
chr1,"(7079601, 7079615)",1,14,['MinDist5:4370'],['F5']
chr1,"(7079688, 7079706)",1,18,['MinDist5:4279'],['F5']
chr1,"(7080119, 7080133)",1,14,['MinDist5:3852'],['F5']
chr1,"(7081712, 7081723)",1,11,['MinDist5:2262'],['F5']
chr1,"(7082207, 7082218)",1,11,['MinDist5:1767'],['F5']
chr1,"(7082392, 7082402)",1,10,['MinDist5:1583'],['F5']
chr1,"(7082504, 7082516)",1,12,['MinDist5:1469'],['F5']
chr1,"(7082917, 7082935)",1,18,['MinDist5:1050'],['F5']
chr1,"(7082976, 7082992)",2,16,['MinDist5:993'],['F5']
chr1,"(7083213, 7083226)",5,13,['MinDist5:759'],['F5']
chr1,"(7083591, 7083603)",1,12,['MinDist5:382'],['F5']
chr1,"(7083852, 7083864)",1,12,['MinDist5:121'],['F5']
chr1,"(7083895, 7083911)",1,16,['MinDist5:74'],['5T']
chr1,"(7084223, 7084236)",1,13,['MinDist3:79'],['3T']
chr1,"(7084505, 7084518)",1,13,['MinDist3:361'],['F3']
chr1,"(7084575, 7084587)",2,12,['MinDist3:431'],['F3']
chr1,"(7085296, 7085309)",1,13,['MinDist3:1152'],['F3']
chr1,"(7085312, 7085324)",1,12,['MinDist3:1168'],['F3']
chr1,"(7085316, 7085327)",1,11,['MinDist3:1172'],['F3']
chr1,"(7085393, 7085404)",1,11,['MinDist3:1249'],['F3']
chr1,"(7086214, 7086225)",2,11,['MinDist3:2070'],['F3']
chr1,"(7086481, 7086494)",1,13,['MinDist3:2337'],['F3']
chr1,"(7086769, 7086780)",2,11,['MinDist3:2625'],['F3']
chr1,"(7086839, 7086850)",1,11,['MinDist3:2695'],['F3']
chr1,"(7086852, 7086864)",1,12,['MinDist3:2708'],['F3']
chr1,"(7087501, 7087516)",1,15,['MinDist3:3357'],['F3']
chr1,"(7087692, 7087711)",1,19,['MinDist3:3548'],['F3']
chr1,"(7088090, 7088103)",2,13,['MinDist3:3946'],['F3']
chr1,"(7088200, 7088213)",1,13,['MinDist3:4056'],['F3']
chr1,"(7088418, 7088432)",1,14,['MinDist3:4274'],['F3']
chr1,"(7088757, 7088766)",1,9,['MinDist3:4613'],['F3']
chr1,"(7088960, 7088972)",1,12,['MinDist3:4816'],['F3']
chr1,"(7089025, 7089038)",1,13,['MinDist3:4881'],['F3']
chr1,"(7089044, 7089055)",1,11,['MinDist3:4900'],['F3']
chr1,"(7089195, 7089207)",1,12,['MinDist3:5051'],['F3']
chr1,"(7089557, 7089576)",1,19,['MinDist3:5413'],['F3']
chr1,"(7090200, 7090212)",1,12,['MinDist3:6056'],['F3']
chr1,"(7092000, 7092012)",1,12,['MinDist3:7856'],['F3']
chr1,"(7092051, 7092062)",1,11,['MinDist3:7907'],['F3']
chr1,"(7092438, 7092450)",1,12,['MinDist3:8294'],['F3']
chr1,"(7092989, 7093003)",1,14,['MinDist3:8845'],['F3']
chr1,"(7093927, 7093942)",1,15,['MinDist3:9783'],['F3']
chr1,"(7094345, 7094360)",1,15,['MinDist3:10201'],['F3']
chr1,"(7094852, 7094862)",1,10,['MinDist3:10708'],['F3']
chr1,"(7095243, 7095255)",1,12,['MinDist5:10883'],['F5']
chr1,"(7095689, 7095699)",1,10,['MinDist5:10439'],['F5']
chr1,"(7096048, 7096059)",1,11,['MinDist5:10079'],['F5']
chr1,"(7096112, 7096137)",1,25,['MinDist5:10001'],['F5']
chr1,"(7096525, 7096544)",1,19,['MinDist5:9594'],['F5']
chr1,"(7096842, 7096855)",1,13,['MinDist5:9283'],['F5']
chr1,"(7097227, 7097238)",3,11,['MinDist5:8900'],['F5']
chr1,"(7097245, 7097256)",1,11,['MinDist5:8882'],['F5']
chr1,"(7097462, 7097476)",1,14,['MinDist5:8662'],['F5']
chr1,"(7097499, 7097516)",1,17,['MinDist5:8622'],['F5']
chr1,"(7097518, 7097529)",1,11,['MinDist5:8609'],['F5']
chr1,"(7097561, 7097573)",1,12,['MinDist5:8565'],['F5']
chr1,"(7097824, 7097837)",1,13,['MinDist5:8301'],['F5']
chr1,"(7097895, 7097906)",1,11,['MinDist5:8232'],['F5']
chr1,"(7097987, 7097998)",1,11,['MinDist5:8140'],['F5']
chr1,"(7097991, 7098004)",1,13,['MinDist5:8134'],['F5']
chr1,"(7098298, 7098310)",1,12,['MinDist5:7828'],['F5']
chr1,"(7098685, 7098696)",1,11,['MinDist5:7442'],['F5']
chr1,"(7098831, 7098843)",1,12,['MinDist5:7295'],['F5']
chr1,"(7099221, 7099241)",1,20,['MinDist5:6897'],['F5']
chr1,"(7099316, 7099331)",1,15,['MinDist5:6807'],['F5']
chr1,"(7099582, 7099594)",1,12,['MinDist5:6544'],['F5']
chr1,"(7099622, 7099642)",1,20,['MinDist5:6496'],['F5']
chr1,"(7099865, 7099877)",1,12,['MinDist5:6261'],['F5']
chr1,"(7100612, 7100628)",1,16,['MinDist5:5510'],['F5']
chr1,"(7100743, 7100756)",1,13,['MinDist5:5382'],['F5']
chr1,"(7100977, 7100989)",1,12,['MinDist5:5149'],['F5']
chr1,"(7101235, 7101246)",1,11,['MinDist5:4892'],['F5']
chr1,"(7101648, 7101664)",2,16,['MinDist5:4474'],['F5']
chr1,"(7102343, 7102354)",2,11,['MinDist5:3784'],['F5']
chr1,"(7102662, 7102675)",1,13,['MinDist5:3463'],['F5']
chr1,"(7103399, 7103410)",1,11,['MinDist5:2728'],['F5']
chr1,"(7103730, 7103748)",1,18,['MinDist5:2390'],['F5']
chr1,"(7104096, 7104107)",1,11,['MinDist5:2031'],['F5']
chr1,"(7104469, 7104480)",1,11,['MinDist5:1658'],['F5']
chr1,"(7105172, 7105191)",2,19,['MinDist5:947'],['F5']
chr1,"(7105198, 7105213)",1,15,['MinDist5:925'],['F5']
chr1,"(7105566, 7105576)",1,10,['MinDist5:562'],['F5']
chr1,"(7106253, 7106265)",2,12,"[['Gm5694-201', 1, 2.0]]",['A']
chr1,"(7106822, 7106834)",1,12,"[['Gm5694-201', 1, 2.0]]",['U']
chr1,"(7106938, 7106948)",1,10,"[['Gm5694-201', 1, 2.0]]",['U']
chr1,"(7108087, 7108098)",2,11,['MinDist3:646'],['F3']
chr1,"(7108410, 7108420)",1,10,['MinDist3:969'],['F3']
chr1,"(7108465, 7108477)",1,12,['MinDist3:1024'],['F3']
chr1,"(7109001, 7109019)",2,18,['MinDist3:1560'],['F3']
chr1,"(7109329, 7109341)",1,12,['MinDist3:1888'],['F3']
chr1,"(7109465, 7109484)",1,19,['MinDist3:2024'],['F3']
chr1,"(7109488, 7109501)",1,13,['MinDist3:2047'],['F3']
chr1,"(7109511, 7109521)",1,10,['MinDist3:2070'],['F3']
chr1,"(7110375, 7110386)",1,11,['MinDist3:2934'],['F3']
chr1,"(7110395, 7110406)",1,11,['MinDist3:2954'],['F3']
chr1,"(7110624, 7110635)",1,11,['MinDist3:3183'],['F3']
chr1,"(7112484, 7112496)",2,12,['MinDist3:5043'],['F3']
chr1,"(7112503, 7112513)",1,10,['MinDist3:5062'],['F3']
chr1,"(7113380, 7113391)",1,11,['MinDist3:5939'],['F3']
chr1,"(7113621, 7113634)",1,13,['MinDist3:6180'],['F3']
chr1,"(7114429, 7114441)",1,12,['MinDist3:6988'],['F3']
chr1,"(7114561, 7114571)",3,10,['MinDist3:7120'],['F3']
chr1,"(7115439, 7115451)",1,12,['MinDist3:7998'],['F3']
chr1,"(7115918, 7115930)",1,12,['MinDist3:8477'],['F3']
chr1,"(7116000, 7116011)",1,11,['MinDist3:8559'],['F3']
chr1,"(7117131, 7117146)",1,15,['MinDist3:9690'],['F3']
chr1,"(7117421, 7117435)",1,14,['MinDist3:9980'],['F3']
chr1,"(7117469, 7117481)",1,12,['MinDist3:10028'],['F3']
chr1,"(7117528, 7117543)",2,15,['MinDist3:10087'],['F3']
chr1,"(7117848, 7117864)",1,16,['MinDist3:10407'],['F3']
chr1,"(7117895, 7117908)",2,13,['MinDist3:10454'],['F3']
chr1,"(7118133, 7118146)",1,13,['MinDist3:10692'],['F3']
chr1,"(7118228, 7118238)",1,10,['MinDist3:10787'],['F3']
chr1,"(7118296, 7118307)",1,11,['MinDist3:10855'],['F3']
chr1,"(7118440, 7118451)",1,11,['MinDist3:10999'],['F3']
chr1,"(7118787, 7118804)",1,17,['MinDist3:11346'],['F3']
chr1,"(7119583, 7119595)",1,12,['MinDist3:12142'],['F3']
chr1,"(7119585, 7119595)",1,10,['MinDist3:12144'],['F3']
chr1,"(7119753, 7119763)",1,10,['MinDist3:12312'],['F3']
chr1,"(7120462, 7120474)",1,12,['MinDist3:13021'],['F3']
chr1,"(7120742, 7120754)",2,12,['MinDist3:13301'],['F3']
chr1,"(7120864, 7120875)",1,11,['MinDist3:13423'],['F3']
chr1,"(7120878, 7120889)",1,11,['MinDist3:13437'],['F3']
chr1,"(7121108, 7121119)",1,11,['MinDist3:13667'],['F3']
chr1,"(7121424, 7121437)",4,13,['MinDist3:13983'],['F3']
chr1,"(7121469, 7121482)",1,13,['MinDist3:14028'],['F3']
chr1,"(7121673, 7121686)",1,13,['MinDist3:14232'],['F3']
chr1,"(7121688, 7121702)",1,14,['MinDist3:14247'],['F3']
chr1,"(7121741, 7121752)",1,11,['MinDist3:14300'],['F3']
chr1,"(7121999, 7122011)",1,12,['MinDist3:14558'],['F3']
chr1,"(7122169, 7122180)",1,11,['MinDist3:14728'],['F3']
chr1,"(7122891, 7122902)",1,11,['MinDist3:15450'],['F3']
chr1,"(7123057, 7123067)",1,10,['MinDist3:15616'],['F3']
chr1,"(7123284, 7123295)",1,11,['MinDist3:15843'],['F3']
chr1,"(7123682, 7123694)",1,12,['MinDist3:16241'],['F3']
chr1,"(7123736, 7123763)",1,27,['MinDist3:16295'],['F3']
chr1,"(7124181, 7124193)",1,12,['MinDist3:16740'],['F3']
chr1,"(7124293, 7124304)",2,11,['MinDist3:16852'],['F3']
chr1,"(7124699, 7124714)",1,15,['MinDist3:17258'],['F3']
chr1,"(7125030, 7125044)",1,14,['MinDist3:17589'],['F3']
chr1,"(7125383, 7125395)",1,12,['MinDist3:17942'],['F3']
chr1,"(7125901, 7125914)",1,13,['MinDist3:18460'],['F3']
chr1,"(7126129, 7126140)",1,11,['MinDist3:18688'],['F3']
chr1,"(7126869, 7126880)",3,11,['MinDist3:19428'],['F3']
chr1,"(7127166, 7127178)",1,12,['MinDist3:19725'],['F3']
chr1,"(7128175, 7128186)",1,11,['MinDist3:20734'],['F3']
chr1,"(7128258, 7128269)",1,11,['MinDist3:20817'],['F3']
chr1,"(7128785, 7128798)",1,13,['MinDist3:21344'],['F3']
chr1,"(7129153, 7129163)",2,10,['MinDist3:21712'],['F3']
chr1,"(7129779, 7129790)",1,11,['MinDist3:22338'],['F3']
chr1,"(7129966, 7129980)",1,14,['MinDist3:22525'],['F3']
chr1,"(7130273, 7130285)",1,12,['MinDist3:22832'],['F3']
chr1,"(7130731, 7130744)",8,13,['MinDist3:23290'],['F3']
chr1,"(7130929, 7130942)",1,13,['MinDist3:23488'],['F3']
chr1,"(7131768, 7131780)",2,12,['MinDist3:24327'],['F3']
chr1,"(7132299, 7132310)",1,11,['MinDist3:24858'],['F3']
chr1,"(7132511, 7132522)",1,11,['MinDist3:25070'],['F3']
chr1,"(7132844, 7132855)",3,11,['MinDist3:25403'],['F3']
chr1,"(7133131, 7133144)",1,13,['MinDist3:25690'],['F3']
chr1,"(7133239, 7133250)",1,11,['MinDist3:25798'],['F3']
chr1,"(7133618, 7133633)",1,15,['MinDist5:25510'],['F5']
chr1,"(7134004, 7134018)",1,14,['MinDist5:25125'],['F5']
chr1,"(7134218, 7134230)",1,12,['MinDist5:24913'],['F5']
chr1,"(7135733, 7135743)",1,10,['MinDist5:23400'],['F5']
chr1,"(7136117, 7136129)",1,12,['MinDist5:23014'],['F5']
