chromosome,read interval,reads,length of read,result,status
chr1,"(9725614, 9725627)",2,13,['MinDist3:28246'],['F3']
chr1,"(9725667, 9725682)",1,15,['MinDist3:28299'],['F3']
chr1,"(9725847, 9725860)",1,13,['MinDist3:28479'],['F3']
chr1,"(9726244, 9726256)",1,12,['MinDist3:28876'],['F3']
chr1,"(9727964, 9727983)",1,19,['MinDist3:30596'],['F3']
chr1,"(9729515, 9729525)",1,10,['MinDist3:32147'],['F3']
chr1,"(9729573, 9729586)",1,13,['MinDist3:32205'],['F3']
chr1,"(9729614, 9729633)",1,19,['MinDist3:32246'],['F3']
chr1,"(9729626, 9729641)",1,15,['MinDist3:32258'],['F3']
chr1,"(9730522, 9730532)",1,10,['MinDist3:33154'],['F3']
chr1,"(9731345, 9731356)",1,11,['MinDist3:33977'],['F3']
chr1,"(9731636, 9731648)",1,12,['MinDist3:34268'],['F3']
chr1,"(9732117, 9732129)",1,12,['MinDist3:34749'],['F3']
chr1,"(9733266, 9733276)",2,10,['MinDist3:35898'],['F3']
chr1,"(9733266, 9733277)",1,11,['MinDist3:35898'],['F3']
chr1,"(9733950, 9733962)",1,12,['MinDist3:36582'],['F3']
chr1,"(9734058, 9734069)",1,11,['MinDist3:36690'],['F3']
chr1,"(9734779, 9734790)",1,11,['MinDist3:37411'],['F3']
chr1,"(9734800, 9734814)",1,14,['MinDist3:37432'],['F3']
chr1,"(9734870, 9734879)",1,9,['MinDist3:37502'],['F3']
chr1,"(9735160, 9735171)",3,11,['MinDist3:37792'],['F3']
chr1,"(9735839, 9735849)",1,10,['MinDist3:38471'],['F3']
chr1,"(9736783, 9736794)",1,11,['MinDist3:39415'],['F3']
chr1,"(9737058, 9737070)",1,12,['MinDist3:39690'],['F3']
chr1,"(9737488, 9737500)",11,12,['MinDist3:40120'],['F3']
chr1,"(9737971, 9737981)",1,10,['MinDist3:40603'],['F3']
chr1,"(9738303, 9738315)",1,12,['MinDist3:40935'],['F3']
chr1,"(9738389, 9738399)",1,10,['MinDist3:41021'],['F3']
chr1,"(9738505, 9738518)",1,13,['MinDist3:41137'],['F3']
chr1,"(9739130, 9739143)",1,13,['MinDist3:41762'],['F3']
chr1,"(9739206, 9739217)",1,11,['MinDist3:41838'],['F3']
chr1,"(9739599, 9739612)",1,13,['MinDist3:42231'],['F3']
chr1,"(9739979, 9739990)",1,11,['MinDist3:42611'],['F3']
chr1,"(9740001, 9740014)",1,13,['MinDist3:42633'],['F3']
chr1,"(9741010, 9741022)",1,12,['MinDist3:43642'],['F3']
chr1,"(9741870, 9741881)",1,11,['MinDist3:44502'],['F3']
chr1,"(9741975, 9741985)",1,10,['MinDist3:44607'],['F3']
chr1,"(9742236, 9742247)",2,11,['MinDist3:44868'],['F3']
chr1,"(9744048, 9744062)",1,14,['MinDist3:46680'],['F3']
chr1,"(9745218, 9745242)",1,24,['MinDist3:47850'],['F3']
chr1,"(9745925, 9745937)",1,12,['MinDist3:48557'],['F3']
chr1,"(9746160, 9746172)",1,12,['MinDist3:48792'],['F3']
chr1,"(9746199, 9746214)",1,15,['MinDist3:48831'],['F3']
chr1,"(9747068, 9747079)",2,11,['MinDist3:49700'],['F3']
chr1,"(9747202, 9747213)",1,11,['MinDist3:49834'],['F3']
chr1,"(9747380, 9747390)",1,10,['MinDist3:50012'],['F3']
chr1,"(9748048, 9748068)",1,20,['MinDist3:50680'],['F3']
chr1,"(9748048, 9748062)",6,14,['MinDist3:50680'],['F3']
chr1,"(9748048, 9748065)",13,17,['MinDist3:50680'],['F3']
chr1,"(9748048, 9748071)",1,23,['MinDist3:50680'],['F3']
chr1,"(9748230, 9748241)",1,11,['MinDist3:50862'],['F3']
chr1,"(9749009, 9749032)",2,23,['MinDist3:51641'],['F3']
chr1,"(9749063, 9749075)",1,12,['MinDist3:51695'],['F3']
chr1,"(9749088, 9749100)",1,12,['MinDist3:51720'],['F3']
chr1,"(9749222, 9749234)",2,12,['MinDist3:51854'],['F3']
chr1,"(9749261, 9749278)",1,17,['MinDist3:51893'],['F3']
chr1,"(9749622, 9749639)",1,17,['MinDist3:52254'],['F3']
chr1,"(9750136, 9750152)",1,16,['MinDist3:52768'],['F3']
chr1,"(9750209, 9750225)",1,16,['MinDist3:52841'],['F3']
chr1,"(9750416, 9750428)",1,12,['MinDist3:53048'],['F3']
chr1,"(9751111, 9751122)",1,11,['MinDist3:53743'],['F3']
chr1,"(9751260, 9751272)",2,12,['MinDist3:53892'],['F3']
chr1,"(9751991, 9752003)",2,12,['MinDist3:54623'],['F3']
chr1,"(9752325, 9752336)",1,11,['MinDist3:54957'],['F3']
chr1,"(9752693, 9752707)",1,14,['MinDist3:55325'],['F3']
chr1,"(9752895, 9752908)",1,13,['MinDist3:55527'],['F3']
chr1,"(9753411, 9753422)",1,11,['MinDist3:56043'],['F3']
chr1,"(9754045, 9754057)",1,12,['MinDist3:56677'],['F3']
chr1,"(9755080, 9755095)",1,15,['MinDist3:57712'],['F3']
chr1,"(9757018, 9757033)",1,15,['MinDist3:59650'],['F3']
chr1,"(9758031, 9758041)",1,10,['MinDist5:60139'],['F5']
chr1,"(9758704, 9758723)",1,19,['MinDist5:59457'],['F5']
chr1,"(9758748, 9758759)",1,11,['MinDist5:59421'],['F5']
chr1,"(9759198, 9759211)",1,13,['MinDist5:58969'],['F5']
chr1,"(9759342, 9759353)",1,11,['MinDist5:58827'],['F5']
chr1,"(9759633, 9759643)",1,10,['MinDist5:58537'],['F5']
chr1,"(9760040, 9760052)",1,12,['MinDist5:58128'],['F5']
chr1,"(9760748, 9760759)",1,11,['MinDist5:57421'],['F5']
chr1,"(9761071, 9761087)",2,16,['MinDist5:57093'],['F5']
chr1,"(9761730, 9761742)",1,12,['MinDist5:56438'],['F5']
chr1,"(9761972, 9761989)",1,17,['MinDist5:56191'],['F5']
chr1,"(9762007, 9762021)",1,14,['MinDist5:56159'],['F5']
chr1,"(9762558, 9762570)",1,12,['MinDist5:55610'],['F5']
chr1,"(9762876, 9762887)",1,11,['MinDist5:55293'],['F5']
chr1,"(9764322, 9764335)",1,13,['MinDist5:53845'],['F5']
chr1,"(9764579, 9764591)",1,12,['MinDist5:53589'],['F5']
chr1,"(9764647, 9764659)",1,12,['MinDist5:53521'],['F5']
chr1,"(9765360, 9765374)",1,14,['MinDist5:52806'],['F5']
chr1,"(9766415, 9766427)",2,12,['MinDist5:51753'],['F5']
chr1,"(9767612, 9767623)",1,11,['MinDist5:50557'],['F5']
chr1,"(9768241, 9768252)",1,11,['MinDist5:49928'],['F5']
chr1,"(9768769, 9768779)",1,10,['MinDist5:49401'],['F5']
chr1,"(9768868, 9768879)",1,11,['MinDist5:49301'],['F5']
chr1,"(9769760, 9769772)",1,12,['MinDist5:48408'],['F5']
chr1,"(9771207, 9771221)",1,14,['MinDist5:46959'],['F5']
chr1,"(9771406, 9771433)",1,27,['MinDist5:46747'],['F5']
chr1,"(9772039, 9772049)",1,10,['MinDist5:46131'],['F5']
chr1,"(9772039, 9772052)",1,13,['MinDist5:46128'],['F5']
chr1,"(9772330, 9772340)",1,10,['MinDist5:45840'],['F5']
chr1,"(9772445, 9772455)",2,10,['MinDist5:45725'],['F5']
chr1,"(9774068, 9774079)",2,11,['MinDist5:44101'],['F5']
chr1,"(9774804, 9774815)",2,11,['MinDist5:43365'],['F5']
chr1,"(9775210, 9775221)",1,11,['MinDist5:42959'],['F5']
chr1,"(9775496, 9775507)",1,11,['MinDist5:42673'],['F5']
chr1,"(9775819, 9775832)",1,13,['MinDist5:42348'],['F5']
chr1,"(9776523, 9776537)",1,14,['MinDist5:41643'],['F5']
chr1,"(9777037, 9777048)",1,11,['MinDist5:41132'],['F5']
chr1,"(9778332, 9778342)",1,10,['MinDist5:39838'],['F5']
chr1,"(9778743, 9778755)",1,12,['MinDist5:39425'],['F5']
chr1,"(9778758, 9778770)",1,12,['MinDist5:39410'],['F5']
chr1,"(9778970, 9778980)",1,10,['MinDist5:39200'],['F5']
chr1,"(9779175, 9779197)",1,22,['MinDist5:38983'],['F5']
chr1,"(9779285, 9779296)",1,11,['MinDist5:38884'],['F5']
chr1,"(9780071, 9780082)",1,11,['MinDist5:38098'],['F5']
chr1,"(9780275, 9780286)",1,11,['MinDist5:37894'],['F5']
chr1,"(9780890, 9780902)",1,12,['MinDist5:37278'],['F5']
chr1,"(9782321, 9782333)",1,12,['MinDist5:35847'],['F5']
chr1,"(9784203, 9784221)",1,18,['MinDist5:33959'],['F5']
chr1,"(9784205, 9784221)",1,16,['MinDist5:33959'],['F5']
chr1,"(9787168, 9787180)",1,12,['MinDist5:31000'],['F5']
chr1,"(9787817, 9787832)",1,15,['MinDist5:30348'],['F5']
chr1,"(9787900, 9787916)",1,16,['MinDist5:30264'],['F5']
chr1,"(9787930, 9787941)",2,11,['MinDist5:30239'],['F5']
chr1,"(9787969, 9787989)",1,20,['MinDist5:30191'],['F5']
chr1,"(9789977, 9789987)",1,10,['MinDist5:28193'],['F5']
chr1,"(9790065, 9790077)",1,12,['MinDist5:28103'],['F5']
chr1,"(9790206, 9790217)",1,11,['MinDist5:27963'],['F5']
chr1,"(9790733, 9790745)",1,12,['MinDist5:27435'],['F5']
chr1,"(9790925, 9790940)",1,15,['MinDist5:27240'],['F5']
chr1,"(9791134, 9791147)",2,13,['MinDist5:27033'],['F5']
chr1,"(9791174, 9791202)",1,28,['MinDist5:26978'],['F5']
chr1,"(9791250, 9791278)",1,28,['MinDist5:26902'],['F5']
chr1,"(9791603, 9791614)",1,11,['MinDist5:26566'],['F5']
chr1,"(9792052, 9792064)",1,12,['MinDist5:26116'],['F5']
chr1,"(9792064, 9792076)",2,12,['MinDist5:26104'],['F5']
chr1,"(9792302, 9792318)",1,16,['MinDist5:25862'],['F5']
chr1,"(9792316, 9792328)",1,12,['MinDist5:25852'],['F5']
chr1,"(9792518, 9792528)",2,10,['MinDist5:25652'],['F5']
chr1,"(9792654, 9792664)",1,10,['MinDist5:25516'],['F5']
chr1,"(9792968, 9792989)",1,21,['MinDist5:25191'],['F5']
chr1,"(9793134, 9793154)",2,20,['MinDist5:25026'],['F5']
chr1,"(9793457, 9793468)",1,11,['MinDist5:24712'],['F5']
chr1,"(9793763, 9793791)",2,28,['MinDist5:24389'],['F5']
chr1,"(9793772, 9793783)",1,11,['MinDist5:24397'],['F5']
chr1,"(9793905, 9793933)",2,28,['MinDist5:24247'],['F5']
chr1,"(9794188, 9794213)",1,25,['MinDist5:23967'],['F5']
chr1,"(9794976, 9794988)",1,12,['MinDist5:23192'],['F5']
chr1,"(9795317, 9795345)",1,28,['MinDist5:22835'],['F5']
chr1,"(9795353, 9795366)",1,13,['MinDist5:22814'],['F5']
chr1,"(9795359, 9795371)",1,12,['MinDist5:22809'],['F5']
chr1,"(9795453, 9795466)",1,13,['MinDist5:22714'],['F5']
chr1,"(9795774, 9795785)",1,11,['MinDist5:22395'],['F5']
chr1,"(9796300, 9796311)",1,11,['MinDist5:21869'],['F5']
chr1,"(9797106, 9797118)",1,12,['MinDist5:21062'],['F5']
chr1,"(9797336, 9797348)",2,12,['MinDist5:20832'],['F5']
chr1,"(9797959, 9797972)",3,13,['MinDist5:20208'],['F5']
chr1,"(9798003, 9798028)",2,25,['MinDist5:20152'],['F5']
chr1,"(9798357, 9798368)",1,11,['MinDist5:19812'],['F5']
chr1,"(9798958, 9798971)",1,13,['MinDist5:19209'],['F5']
chr1,"(9798972, 9798984)",1,12,['MinDist5:19196'],['F5']
chr1,"(9799100, 9799113)",1,13,['MinDist5:19067'],['F5']
chr1,"(9799229, 9799256)",2,27,['MinDist5:18924'],['F5']
chr1,"(9799416, 9799432)",1,16,['MinDist5:18748'],['F5']
chr1,"(9799676, 9799687)",1,11,['MinDist5:18493'],['F5']
chr1,"(9799853, 9799881)",1,28,['MinDist5:18299'],['F5']
chr1,"(9800013, 9800022)",1,9,['MinDist5:18158'],['F5']
chr1,"(9800145, 9800156)",1,11,['MinDist5:18024'],['F5']
chr1,"(9801733, 9801744)",1,11,['MinDist5:16436'],['F5']
chr1,"(9801837, 9801848)",1,11,['MinDist5:16332'],['F5']
chr1,"(9802436, 9802447)",1,11,['MinDist5:15733'],['F5']
chr1,"(9802715, 9802728)",1,13,['MinDist5:15452'],['F5']
chr1,"(9802803, 9802824)",1,21,['MinDist5:15356'],['F5']
chr1,"(9803061, 9803071)",1,10,['MinDist5:15109'],['F5']
chr1,"(9803651, 9803670)",1,19,['MinDist5:14510'],['F5']
chr1,"(9803651, 9863585)",1,59934,[],['S']
chr1,"(9804324, 9804335)",1,11,['MinDist5:13845'],['F5']
chr1,"(9804539, 9804551)",1,12,['MinDist5:13629'],['F5']
chr1,"(9804607, 9804617)",1,10,['MinDist5:13563'],['F5']
chr1,"(9807020, 9807030)",1,10,['MinDist5:11150'],['F5']
chr1,"(9807535, 9807550)",1,15,['MinDist5:10630'],['F5']
chr1,"(9807884, 9807895)",2,11,['MinDist5:10285'],['F5']
chr1,"(9807886, 9807895)",1,9,['MinDist5:10285'],['F5']
chr1,"(9807982, 9807994)",1,12,['MinDist5:10186'],['F5']
chr1,"(9808863, 9808876)",1,13,['MinDist5:9304'],['F5']
chr1,"(9808966, 9808975)",1,9,['MinDist5:9205'],['F5']
chr1,"(9809128, 9809155)",2,27,['MinDist5:9025'],['F5']
chr1,"(9809311, 9809325)",1,14,['MinDist5:8855'],['F5']
chr1,"(9809424, 9809434)",1,10,['MinDist5:8746'],['F5']
chr1,"(9809597, 9809612)",1,15,['MinDist5:8568'],['F5']
chr1,"(9809665, 9809679)",1,14,['MinDist5:8501'],['F5']
chr1,"(9809911, 9809923)",2,12,['MinDist5:8257'],['F5']
chr1,"(9810098, 9810111)",1,13,['MinDist5:8069'],['F5']
chr1,"(9810813, 9810841)",1,28,['MinDist5:7339'],['F5']
chr1,"(9810817, 9810833)",1,16,['MinDist5:7347'],['F5']
chr1,"(9811194, 9811205)",1,11,['MinDist5:6975'],['F5']
chr1,"(9814736, 9814762)",1,26,['MinDist5:3418'],['F5']
chr1,"(9814841, 9814852)",1,11,['MinDist5:3328'],['F5']
chr1,"(9815711, 9815739)",1,28,['MinDist5:2441'],['F5']
chr1,"(9815764, 9815776)",3,12,['MinDist5:2404'],['F5']
chr1,"(9815893, 9815919)",1,26,['MinDist5:2261'],['F5']
chr1,"(9816075, 9816094)",1,19,['MinDist5:2086'],['F5']
chr1,"(9816189, 9816213)",1,24,['MinDist5:1967'],['F5']
chr1,"(9816589, 9816613)",1,24,['MinDist5:1567'],['F5']
chr1,"(9816941, 9816956)",1,15,['MinDist5:1224'],['F5']
chr1,"(9817175, 9817203)",2,28,['MinDist5:977'],['F5']
chr1,"(9817474, 9817486)",1,12,['MinDist5:694'],['F5']
chr1,"(9817475, 9817486)",1,11,['MinDist5:694'],['F5']
chr1,"(9817494, 9817522)",1,28,['MinDist5:658'],['F5']
chr1,"(9818043, 9818069)",1,26,['MinDist5:111'],['5T']
chr1,"(9818600, 9818614)",2,14,['1700034P13Rik-201'],['A']
chr1,"(9818914, 9818925)",1,11,"[['1700034P13Rik-201', 1, 2.0]]",['U']
chr1,"(9820439, 9820452)",1,13,"[['1700034P13Rik-201', 1, 2.0]]",['U']
chr1,"(9821882, 9821898)",1,16,"[['1700034P13Rik-201', 1, 2.0]]",['U']
chr1,"(9822459, 9822469)",1,10,"[['1700034P13Rik-201', 1, 2.0]]",['U']
chr1,"(9823228, 9823242)",1,14,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9823500, 9823511)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9823611, 9823623)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9824784, 9824796)",2,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9824932, 9824944)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9827367, 9827386)",1,19,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9827368, 9827386)",1,18,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9827555, 9827567)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9827830, 9827841)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9827853, 9827869)",1,16,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9828001, 9828012)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9828731, 9828742)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9830479, 9830490)",2,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9833960, 9833972)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9834196, 9834208)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9834238, 9834248)",1,10,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9834946, 9834957)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9835151, 9835175)",1,24,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9836632, 9836645)",1,13,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9837894, 9837914)",1,20,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9837906, 9837920)",1,14,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9838049, 9838061)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9838330, 9838342)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9838374, 9838387)",4,13,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9838548, 9838566)",1,18,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9838748, 9838761)",1,13,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9838939, 9838955)",1,16,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9839900, 9839914)",3,14,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9841510, 9841520)",1,10,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9841812, 9841823)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9842383, 9842393)",1,10,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9842503, 9842515)",3,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9842598, 9842609)",2,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9843310, 9843321)",2,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9843562, 9843574)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9844744, 9844757)",1,13,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9845129, 9845142)",1,13,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9845771, 9845782)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9845933, 9845949)",1,16,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9846117, 9846128)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9846551, 9846561)",1,10,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9846698, 9846708)",1,10,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9847511, 9847523)",1,12,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9848349, 9848364)",1,15,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9848820, 9848830)",1,10,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9849871, 9849882)",1,11,"[['1700034P13Rik-201', 2, 3.0]]",['U']
chr1,"(9850827, 9850844)",7,17,"[['1700034P13Rik-201', 3, 4.0]]",['U']
chr1,"(9850827, 9850843)",4,16,"[['1700034P13Rik-201', 3, 4.0]]",['U']
chr1,"(9850950, 9850960)",1,10,"[['1700034P13Rik-206', 3, 4.0]]",['U']
chr1,"(9851042, 9851053)",1,11,"[['1700034P13Rik-201', 4, 5.0]]",['U']
chr1,"(9851677, 9851687)",1,10,"[['1700034P13Rik-201', 4, 5.0]]",['U']
chr1,"(9853765, 9853776)",1,11,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9854212, 9854223)",1,11,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9854410, 9854421)",1,11,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9854551, 9854562)",1,11,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9855168, 9855180)",1,12,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9855302, 9855318)",1,16,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9855979, 9855989)",1,10,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9856159, 9856170)",1,11,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9856710, 9856722)",3,12,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9857146, 9857158)",1,12,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9857442, 9857455)",1,13,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9857593, 9857604)",1,11,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9857747, 9857758)",1,11,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9859119, 9859133)",2,14,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9859465, 9859475)",1,10,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9859706, 9859719)",2,13,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9859724, 9859735)",2,11,"[['1700034P13Rik-201', 5, 6.0]]",['U']
chr1,"(9859989, 9859999)",1,10,"[['1700034P13Rik-201', 6, 7.0]]",['A']
chr1,"(9860667, 9860680)",1,13,"[['1700034P13Rik-201', 6, 7.0]]",['U']
chr1,"(9860760, 9860771)",2,11,"[['1700034P13Rik-201', 6, 7.0]]",['U']
chr1,"(9861351, 9861363)",1,12,['MinDist5:6968'],['F5']
chr1,"(9862159, 9862167)",1,8,['MinDist3:10'],['3T']
chr1,"(9862892, 9862902)",1,10,['MinDist3:743'],['F3']
chr1,"(9863105, 9863127)",1,22,['MinDist3:956'],['F3']
chr1,"(9863447, 9863467)",1,20,['MinDist3:1298'],['F3']
chr1,"(9863574, 9863585)",2,11,['MinDist3:1425'],['F3']
chr1,"(9863681, 9863693)",2,12,['MinDist3:1532'],['F3']
chr1,"(9863860, 9863871)",1,11,['MinDist3:1711'],['F3']
chr1,"(9864307, 9864319)",1,12,['MinDist3:2158'],['F3']
chr1,"(9864967, 9864978)",1,11,['MinDist3:2818'],['F3']
chr1,"(9865308, 9865320)",1,12,['MinDist5:3011'],['F5']
chr1,"(9865479, 9865489)",1,10,['MinDist5:2842'],['F5']
chr1,"(9866118, 9866129)",1,11,['MinDist5:2202'],['F5']
chr1,"(9866496, 9866507)",4,11,['MinDist5:1824'],['F5']
chr1,"(9866744, 9866754)",1,10,['MinDist5:1577'],['F5']
chr1,"(9867510, 9867521)",1,11,['MinDist5:810'],['F5']
chr1,"(9867656, 9867669)",1,13,['MinDist5:662'],['F5']
chr1,"(9868365, 9868376)",1,11,"[['Sgk3-202', 1, 2.0]]",['A']
chr1,"(9868583, 9868595)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9869238, 9869250)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9869269, 9869294)",1,25,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9870640, 9870653)",1,13,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9871828, 9871839)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9871972, 9871982)",1,10,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9872486, 9872498)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9872777, 9872790)",2,13,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9873326, 9873340)",1,14,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9873451, 9873463)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9873510, 9873522)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9873931, 9873944)",1,13,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9873951, 9873964)",2,13,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9874115, 9874126)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9874482, 9874493)",2,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9874898, 9874909)",2,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9875253, 9875265)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9875305, 9875320)",1,15,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9875846, 9875857)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9876046, 9876058)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9876050, 9876062)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9876520, 9876532)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9876618, 9876630)",2,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9877791, 9877801)",1,10,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9878756, 9878766)",1,10,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9879164, 9879186)",1,22,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9879182, 9879192)",1,10,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9879283, 9879293)",1,10,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9879376, 9879388)",2,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9880643, 9880654)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9880676, 9880688)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9881486, 9881497)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9881572, 9881583)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9881585, 9881596)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9881741, 9881759)",1,18,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9881944, 9881957)",1,13,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9882143, 9882157)",1,14,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9882510, 9882522)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9882823, 9882834)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9882844, 9882855)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9883874, 9883885)",2,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9883904, 9883925)",1,21,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9884000, 9884011)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9885326, 9885338)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9885978, 9885990)",1,12,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9886075, 9886092)",1,17,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9886995, 9887006)",1,11,"[['Sgk3-202', 1, 2.0]]",['U']
chr1,"(9887483, 9887493)",1,10,"[['Sgk3-202', 1, 2.0]]",['U']
